document_id,source_file,section_or_page,document_type,source_org,category,service_task,risk_type,retrieval_tags,summary,key_evidence,recommended_output,chunk_text,metadata_json,reliability_score,priority,status
CONTRACT_STD_0006,실내건축 표준계약서(공정거래위원회)(1).hwp,제8조,CONTRACT_STANDARD,공정거래위원회,공통,공사변경,"추가비용, 자재변경, 공사범위변경","공사변경, 자재변경, 동질동가, 추가비용, 협의",자재 변경 또는 소비자 사정에 의한 공사내용 변경 시 협의와 비용 부담 기준.,계약한 제품 공급 불가 시 협의 후 동질·동가 제품으로 변경 가능하나 이를 이유로 공사금액 인상 불가. 소비자 사정 변경의 추가비용은 소비자가 지급.,추가공사/자재변경 리스크에서 사전 서면 협의 필요 안내.,"공사 설계·자재 변경은 소비자와 시공업자의 협의가 필요하며, 소비자 사정으로 공사내용이 변경되면 추가비용이 발생할 수 있으므로 변경 내역을 서면으로 남겨야 한다.","{""document_id"": ""CONTRACT_STD_0006"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회)(1).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""공통"", ""service_task"": ""공사변경"", ""risk_type"": [""추가비용"", ""자재변경"", ""공사범위변경""], ""retrieval_tags"": [""공사변경"", ""자재변경"", ""동질동가"", ""추가비용"", ""협의""], ""reliability_score"": 1.0, ""priority"": ""상""}",1.0,상,사용
CONTRACT_STD_0007,실내건축 표준계약서(공정거래위원회)(1).hwp,제10조,CONTRACT_STANDARD,공정거래위원회,실내건축/창호,하자보수,"하자보수, 균열, 누수, 파손, 규격미달","무상수리기간, 실내건축 1년, 창호 2년, 유리 1년, 규격미달",공사완료 후 하자 발생 시 무상수리 기간과 규격미달 손해배상 기준.,"실내건축은 공사 종료 후 1년, 창호는 2년(유리 1년) 이내 무상수리. 제품이 규격 미달이면 교체시공 또는 차액 환급 등 청구 가능.",리스크 리포트에서 하자보수 기간과 규격 확인 항목으로 사용.,"공사완료 후 균열·누수·파손 등의 하자가 발생하면 실내건축은 1년, 창호는 2년(유리는 1년) 이내 무상수리 대상이 될 수 있으며, 계약 규격 미달은 교체시공이나 차액 환급을 검토할 수 있다.","{""document_id"": ""CONTRACT_STD_0007"", ""document_type"": ""CONTRACT_STANDARD"", ""source_file"": ""실내건축 표준계약서(공정거래위원회)(1).hwp"", ""source_org"": ""공정거래위원회"", ""category"": ""실내건축/창호"", ""service_task"": ""하자보수"", ""risk_type"": [""하자보수"", ""균열"", ""누수"", ""파손"", ""규격미달""], ""retrieval_tags"": [""무상수리기간"", ""실내건축 1년"", ""창호 2년"", ""유리 1년"", ""규격미달""], ""reliability_score"": 1.0, ""priority"": ""상""}",1.0,상,사용
CONTRACT_SAMPLE_0001,[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf,제1~3조,CONTRACT_SAMPLE,민간 계약서 샘플,공통,공사개요/대금지급,"대금분쟁, 공사기간불명확","공사명, 공사장소, 공사범위, 계약금, 중도금, 잔금",실제 민간 계약서 샘플의 공사개요와 대금지급 구조.,"공사명·장소·범위·기간, 총공사비, 계약금/착수금/중도금/잔금 지급 구조 포함.",계약서 예시 비교용. 표준계약서보다 우선도는 낮게 사용.,"실제 계약서에는 공사명, 공사장소, 공사범위, 공사기간, 총공사비와 계약금·착수금·중도금·잔금 지급 일정이 포함되어야 대금분쟁을 줄일 수 있다.","{""document_id"": ""CONTRACT_SAMPLE_0001"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf"", ""source_org"": ""민간 계약서 샘플"", ""category"": ""공통"", ""service_task"": ""공사개요/대금지급"", ""risk_type"": [""대금분쟁"", ""공사기간불명확""], ""retrieval_tags"": [""공사명"", ""공사장소"", ""공사범위"", ""계약금"", ""중도금"", ""잔금""], ""reliability_score"": 0.8, ""priority"": ""중""}",0.8,중,보조사용
CONTRACT_SAMPLE_0002,[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf,제4~5조,CONTRACT_SAMPLE,민간 계약서 샘플,공통,시공자/발주자 의무,"추가비용, 공사범위불명확, 폐기물처리, 잔금분쟁","내역서, 원자재 가격 상승, 추가공사, 폐기물, 하자 발견","시공자의 내역서 제출, 원자재 가격 상승에 따른 금액 인상 제한, 폐기물 반출, 추가공사 협의 조항.","협의되지 않은 추가공사 요구 금지, 상호 협의 추가공사는 증액공사비 지급, 하자 발견 시 상응 금액 지급거절 가능.",실제 계약서 조항 예시로 추가공사·폐기물·내역서 리스크 안내에 보조 활용.,"시공자는 구체적 공종이 표기된 내역서를 제출하고, 원자재 가격 상승을 이유로 공사금액을 인상할 수 없도록 하며, 협의된 추가공사는 증액비용과 완료일을 명확히 해야 한다.","{""document_id"": ""CONTRACT_SAMPLE_0002"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf"", ""source_org"": ""민간 계약서 샘플"", ""category"": ""공통"", ""service_task"": ""시공자/발주자 의무"", ""risk_type"": [""추가비용"", ""공사범위불명확"", ""폐기물처리"", ""잔금분쟁""], ""retrieval_tags"": [""내역서"", ""원자재 가격 상승"", ""추가공사"", ""폐기물"", ""하자 발견""], ""reliability_score"": 0.8, ""priority"": ""중""}",0.8,중,보조사용
CONTRACT_SAMPLE_0003,[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf,제6조,CONTRACT_SAMPLE,민간 계약서 샘플,공통,하자보수,"하자보수, 면책","하자보수 12개월, 소비자 부주의, 천재지변, 면책",공사 완료 후 12개월 하자보수 책임과 소비자 부주의·천재지변 면책 조항.,"공사 완료 후 12개월 내 일부 또는 전부 하자에 대해 보수 책임, 소비자 부주의 또는 천재지변은 면책.",하자보수기간 조항 비교용으로 활용.,"실제 계약서 샘플에서는 공사 완료 후 12개월 이내 발생한 하자에 대해 시공자가 보수 책임을 지되, 소비자 부주의나 천재지변은 면책으로 두고 있다.","{""document_id"": ""CONTRACT_SAMPLE_0003"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf"", ""source_org"": ""민간 계약서 샘플"", ""category"": ""공통"", ""service_task"": ""하자보수"", ""risk_type"": [""하자보수"", ""면책""], ""retrieval_tags"": [""하자보수 12개월"", ""소비자 부주의"", ""천재지변"", ""면책""], ""reliability_score"": 0.8, ""priority"": ""중""}",0.8,중,보조사용
CONTRACT_SAMPLE_0004,[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf,지연/해제 조항,CONTRACT_SAMPLE,민간 계약서 샘플,공통,공사지연/계약해제,"공사지연, 지연손해금, 계약해제","연체이율, 공사완료일, 공사지연, 계약해지, 착공지연","공사대금 지연 및 공사완료 지연에 대한 지연손해금, 착공지연·계약위반 시 해제 조항.",시공자가 완료일을 준수하지 않으면 지급금액에 연체이율을 적용한 지연손해금 지급 조항 포함.,표준계약서와 비교하여 지연/해제 리스크 보조 근거로 사용.,"공사완료일을 지키지 못하는 경우 지연손해금이 문제될 수 있고, 정당한 사유 없는 착공지연 또는 계약목적 달성 불가능한 위반이 있으면 계약 해제·해지를 검토한다.","{""document_id"": ""CONTRACT_SAMPLE_0004"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""[아정당인테리어]+인테리어+공사+계약서_개인고객+(2)(1).pdf"", ""source_org"": ""민간 계약서 샘플"", ""category"": ""공통"", ""service_task"": ""공사지연/계약해제"", ""risk_type"": [""공사지연"", ""지연손해금"", ""계약해제""], ""retrieval_tags"": [""연체이율"", ""공사완료일"", ""공사지연"", ""계약해지"", ""착공지연""], ""reliability_score"": 0.8, ""priority"": ""중""}",0.8,중,보조사용
CONTRACT_SAMPLE_0005,인테리어공사 표준계약서(양식)(1).hwp,공사내역,CONTRACT_SAMPLE,계약서 양식,공통,공사착수 전 내역확인,"공사범위불명확, 자재품질, 자재규격","설계도서, 도면, 시방서, 공사내역서, 재료 품질, 규격",공사착수 전 설계도서·도면·시방서·공사내역서 제출과 재료 품질·규격 확인 조항.,시공자는 공사착수 전 설계도서와 공사내역서를 제출하고 재료 품질·규격은 설계서와 일치해야 함.,공사범위·자재분쟁 방지 체크리스트 보조 근거.,"공사착수 전 도면, 시방서, 공사내역서를 확인하고 사용할 재료의 품질·규격이 설계서와 일치하는지 확인해야 한다.","{""document_id"": ""CONTRACT_SAMPLE_0005"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""인테리어공사 표준계약서(양식)(1).hwp"", ""source_org"": ""계약서 양식"", ""category"": ""공통"", ""service_task"": ""공사착수 전 내역확인"", ""risk_type"": [""공사범위불명확"", ""자재품질"", ""자재규격""], ""retrieval_tags"": [""설계도서"", ""도면"", ""시방서"", ""공사내역서"", ""재료 품질"", ""규격""], ""reliability_score"": 0.75, ""priority"": ""중""}",0.75,중,보조사용
CONTRACT_SAMPLE_0006,인테리어공사 표준계약서(양식)(1).hwp,공사의 변경 및 조정,CONTRACT_SAMPLE,계약서 양식,공통,추가공사/설계변경,"추가비용, 공사지연, 공사변경","공사변경, 추가경비, 예정준공일, 잔금정산",공사내용 변경·추가 시 추가경비와 준공일 연장 가능성.,"공사내용 변경 또는 추가가 발생하면 추가경비 지급 및 예정준공일 연장, 잔금 지급 시 정산 가능.",추가공사 리스크와 공사기간 변동 안내에 보조 사용.,공사 진행 중 내용 변경이나 추가공사가 발생하면 추가비용과 공사기간 연장이 뒤따를 수 있으므로 변경 범위·금액·일정을 서면으로 확정해야 한다.,"{""document_id"": ""CONTRACT_SAMPLE_0006"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""인테리어공사 표준계약서(양식)(1).hwp"", ""source_org"": ""계약서 양식"", ""category"": ""공통"", ""service_task"": ""추가공사/설계변경"", ""risk_type"": [""추가비용"", ""공사지연"", ""공사변경""], ""retrieval_tags"": [""공사변경"", ""추가경비"", ""예정준공일"", ""잔금정산""], ""reliability_score"": 0.75, ""priority"": ""중""}",0.75,중,보조사용
CONTRACT_SAMPLE_0007,인테리어공사 표준계약서(양식)(1).hwp,하자보수/이행지체,CONTRACT_SAMPLE,계약서 양식,공통,하자보수/준공지연,"하자보수, 공사지연, 지체보상","하자보수 24개월, 준공기한, 지체일당, 공사금액 1/1000",하자보수 24개월과 준공기한 지연 시 지체보상 기준을 포함한 계약서 양식.,"공사 완료 후 24개월 하자보수 책임, 준공기한 미준수 시 매 지체일당 공사금액 1/1,000 지급 조항.",하자보수기간·지체상금 비교용 보조 근거.,"계약서 양식에 따라 하자보수기간과 지체보상 기준은 다를 수 있으므로, 공사 전 하자보수기간과 지연보상률을 반드시 확인해야 한다.","{""document_id"": ""CONTRACT_SAMPLE_0007"", ""document_type"": ""CONTRACT_SAMPLE"", ""source_file"": ""인테리어공사 표준계약서(양식)(1).hwp"", ""source_org"": ""계약서 양식"", ""category"": ""공통"", ""service_task"": ""하자보수/준공지연"", ""risk_type"": [""하자보수"", ""공사지연"", ""지체보상""], ""retrieval_tags"": [""하자보수 24개월"", ""준공기한"", ""지체일당"", ""공사금액 1/1000""], ""reliability_score"": 0.75, ""priority"": ""중""}",0.75,중,보조사용
GUIDE_TILE_0001,타일공사관련(1).pdf,1.1~1.2,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일,타일붙임공사,"시공기준미준수, 품질불량","타일공사, 도자기질 타일, 내장, 외장, 바닥, KCS 41 48 01",타일붙임공사의 적용범위와 관련 기준.,도자기질 타일을 사용한 건축물 내·외장 및 바닥 마무리 타일붙임공사에 적용.,타일 관련 리스크 리포트의 시공기준 근거로 사용.,"타일붙임공사는 도자기질 타일을 사용한 건축물 내·외장 및 바닥 마감에 적용되며, 방수·미장·타일 관련 기준과 함께 검토해야 한다.","{""document_id"": ""GUIDE_TILE_0001"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일"", ""service_task"": ""타일붙임공사"", ""risk_type"": [""시공기준미준수"", ""품질불량""], ""retrieval_tags"": [""타일공사"", ""도자기질 타일"", ""내장"", ""외장"", ""바닥"", ""KCS 41 48 01""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0002,타일공사관련(1).pdf,1.4 제출물,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일/욕실/주방,타일나누기도/시공계획,"공사범위불명확, 배수불량, 마감불량","타일나누기도, 구배, 드레인, 수전, 콘센트, 문틀 코킹홈",타일 시공 전 제출물과 타일나누기도 포함 항목.,"타일 마름질 크기·줄눈폭, 구배·드레인 주위 처리, 수전·콘센트·주방용구 부위 상세, 문틀 주위 코킹홈 등을 포함.",욕실/주방 타일 리포트에서 배수구·수전·콘센트 주변 마감 체크 항목으로 사용.,"타일 시공 전 타일나누기도에는 줄눈폭, 구배와 드레인 처리, 수전·콘센트·주방용구 주변 상세, 문틀 코킹홈 등이 포함되어야 한다.","{""document_id"": ""GUIDE_TILE_0002"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일/욕실/주방"", ""service_task"": ""타일나누기도/시공계획"", ""risk_type"": [""공사범위불명확"", ""배수불량"", ""마감불량""], ""retrieval_tags"": [""타일나누기도"", ""구배"", ""드레인"", ""수전"", ""콘센트"", ""문틀 코킹홈""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0003,타일공사관련(1).pdf,2.1 자재,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일,타일 자재 선정,"자재불량, 규격미달, 미끄럼위험","KS L 1001, 타일 품질, 줄눈폭, 두께, 욕실바닥, 주방벽","타일 품질, 용도별 재질·크기·줄눈폭·두께 기준.","타일은 KS L 1001 성능검정품 사용을 원칙으로 하며, 용도별 재질·크기·줄눈폭·두께 기준이 존재.",타일 견적에서 자재 등급·크기·용도 적합성 안내.,"타일은 용도에 맞는 재질·크기·두께·줄눈폭을 선택해야 하며, 욕실바닥과 주방벽 등 사용 부위에 따라 요구 성능이 달라질 수 있다.","{""document_id"": ""GUIDE_TILE_0003"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일"", ""service_task"": ""타일 자재 선정"", ""risk_type"": [""자재불량"", ""규격미달"", ""미끄럼위험""], ""retrieval_tags"": [""KS L 1001"", ""타일 품질"", ""줄눈폭"", ""두께"", ""욕실바닥"", ""주방벽""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0004,타일공사관련(1).pdf,3.2 벽타일 붙이기,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일/벽,벽타일 시공,"접착불량, 들뜸, 줄눈불량","벽타일, 붙임 모르타르, 줄눈, 15분, 30분, 모자이크 타일","벽타일 붙임과 줄눈 수정 시간, 모르타르 충전 기준.","줄눈 수정은 타일 붙임 후 15분 이내, 30분 이상 경과 시 해당 부분 모르타르를 제거하여 다시 붙임.",타일 들뜸·줄눈 하자 리스크 안내.,"벽타일은 붙임 모르타르가 줄눈 부위에 충분히 충전되어야 하며, 줄눈 수정은 타일 붙임 후 짧은 시간 내 진행해야 접착불량과 줄눈불량을 줄일 수 있다.","{""document_id"": ""GUIDE_TILE_0004"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일/벽"", ""service_task"": ""벽타일 시공"", ""risk_type"": [""접착불량"", ""들뜸"", ""줄눈불량""], ""retrieval_tags"": [""벽타일"", ""붙임 모르타르"", ""줄눈"", ""15분"", ""30분"", ""모자이크 타일""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0005,타일공사관련(1).pdf,3.3 바닥 타일 붙이기,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일/바닥/욕실,바닥타일 시공,"배수불량, 구배불량, 접착불량, 마감불량","바닥타일, 바탕면 청소, 물구배, 드레인, 기준먹, 압착","바닥타일 시공 전 바탕면 청소, 먹매김, 물구배와 접합부 치수 확인.","타일 붙이기 전 바탕면 청소, 설계조건의 치수·접합부·물구배 확인이 필요하며 불합격 시 보고·조치.",욕실 바닥 타일 리포트에서 배수구 방향 구배·물고임 리스크 안내.,"바닥타일은 시공 전 바탕면 청소와 물구배·드레인 주변 치수 확인이 중요하며, 구배가 맞지 않으면 물고임과 배수불량 리스크가 생긴다.","{""document_id"": ""GUIDE_TILE_0005"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일/바닥/욕실"", ""service_task"": ""바닥타일 시공"", ""risk_type"": [""배수불량"", ""구배불량"", ""접착불량"", ""마감불량""], ""retrieval_tags"": [""바닥타일"", ""바탕면 청소"", ""물구배"", ""드레인"", ""기준먹"", ""압착""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0006,타일공사관련(1).pdf,3.6 검사,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일,타일 검수,"들뜸, 균열, 접착력부족, 재시공","두들김 검사, 접착력 시험, 인장 부착강도, 0.39N/㎟, 재시공",타일 시공 후 두들김 검사와 접착력 시험 기준.,"들뜸·균열 발견 부위는 다시 붙이고, 접착력 시험 판정은 인장 부착강도 0.39N/㎟ 이상 기준.",타일 시공 후 검수 체크리스트 핵심 문서로 사용.,"타일 시공 후 검사봉으로 전면을 두들겨 들뜸·균열을 확인하고, 필요 시 접착력 시험을 통해 부착강도 기준 충족 여부를 확인해야 한다.","{""document_id"": ""GUIDE_TILE_0006"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일"", ""service_task"": ""타일 검수"", ""risk_type"": [""들뜸"", ""균열"", ""접착력부족"", ""재시공""], ""retrieval_tags"": [""두들김 검사"", ""접착력 시험"", ""인장 부착강도"", ""0.39N/㎟"", ""재시공""], ""reliability_score"": 0.9, ""priority"": ""상""}",0.9,상,사용
GUIDE_TILE_0007,타일공사관련(1).pdf,환경/폐기물,CONSTRUCTION_GUIDE,국가건설기준/KCS,타일,타일공사 현장관리,"폐기물처리, 소음/분진, 환경오염","폐기물, 분진, 오수, 배수, 소음, 진동",타일공사 시 폐기물·분진·오수·배수 및 주변 환경 관리 기준.,"공사장에서 발생하는 폐기물, 분진, 오수, 배수 등이 공사장 인근 대기·토양·수질을 오염시키지 않도록 계획·조치 필요.",타일 철거/시공 견적 시 폐기물처리비와 현장관리 리스크 안내.,"타일공사 과정에서 폐기물, 분진, 오수, 배수, 소음·진동이 발생할 수 있으므로 처리비와 현장관리 범위를 견적에 포함하는 것이 좋다.","{""document_id"": ""GUIDE_TILE_0007"", ""document_type"": ""CONSTRUCTION_GUIDE"", ""source_file"": ""타일공사관련(1).pdf"", ""source_org"": ""국가건설기준/KCS"", ""category"": ""타일"", ""service_task"": ""타일공사 현장관리"", ""risk_type"": [""폐기물처리"", ""소음/분진"", ""환경오염""], ""retrieval_tags"": [""폐기물"", ""분진"", ""오수"", ""배수"", ""소음"", ""진동""], ""reliability_score"": 0.9, ""priority"": ""중""}",0.9,중,사용
STAT_0001,한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx,표지,STAT_DATA,한국소비자원,공통,인테리어 피해구제 통계,"피해구제, 통계근거","2020~2022, 인테리어설비, 피해구제 데이터, 소비넷",2020~2022년 인테리어설비 중분류 피해구제 데이터.,"조회조건은 접수일 2020-01-01~2022-12-31, 중분류 인테리어설비.",리스크 리포트의 통계 근거 및 발표자료 근거로 사용.,"한국소비자원 제공 자료는 2020~2022년 인테리어설비 피해구제 데이터로, 리스크 유형의 빈도와 우선순위 산정에 활용할 수 있다.","{""document_id"": ""STAT_0001"", ""document_type"": ""STAT_DATA"", ""source_file"": ""한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx"", ""source_org"": ""한국소비자원"", ""category"": ""공통"", ""service_task"": ""인테리어 피해구제 통계"", ""risk_type"": [""피해구제"", ""통계근거""], ""retrieval_tags"": [""2020~2022"", ""인테리어설비"", ""피해구제 데이터"", ""소비넷""], ""reliability_score"": 0.95, ""priority"": ""상""}",0.95,상,사용
STAT_0002,한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx,지역별·연도별 접수건수,STAT_DATA,한국소비자원,공통,지역별 피해구제 빈도,"피해빈도, 지역별리스크","총 1049건, 경기도 349건, 서울 293건, 2020년 270건, 2021년 420건, 2022년 359건","2020~2022년 인테리어 관련 피해구제 접수는 총 1,049건이며, 경기도와 서울이 높은 비중.","연도별 총합계: 2020년 270건, 2021년 420건, 2022년 359건. 지역별 총합계는 경기도 349건, 서울특별시 293건 등.",리스크 점수 계산 시 지역별 데이터는 보조 가중치로만 사용.,"2020~2022년 인테리어 피해구제 접수는 총 1,049건으로 집계되며, 경기도 349건과 서울특별시 293건의 접수가 많다.","{""document_id"": ""STAT_0002"", ""document_type"": ""STAT_DATA"", ""source_file"": ""한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx"", ""source_org"": ""한국소비자원"", ""category"": ""공통"", ""service_task"": ""지역별 피해구제 빈도"", ""risk_type"": [""피해빈도"", ""지역별리스크""], ""retrieval_tags"": [""총 1049건"", ""경기도 349건"", ""서울 293건"", ""2020년 270건"", ""2021년 420건"", ""2022년 359건""], ""reliability_score"": 0.95, ""priority"": ""중""}",0.95,중,사용
STAT_0003,한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx,총 처리금액,STAT_DATA,한국소비자원,공통,피해구제 처리금액,"금전피해, 처리금액","총 처리금액, 655,495,590원, 피해구제","인테리어 관련 피해구제 총 처리금액은 655,495,590원.","자료 내 총 처리금액 항목에 655,495,590원으로 기재.",리스크 리포트에서 금전 분쟁 가능성을 정성적으로 설명할 때 보조 근거.,"인테리어 관련 피해구제 총 처리금액은 655,495,590원으로, 하자나 계약 분쟁이 금전적 손실로 이어질 수 있음을 보여주는 통계 근거로 활용할 수 있다.","{""document_id"": ""STAT_0003"", ""document_type"": ""STAT_DATA"", ""source_file"": ""한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx"", ""source_org"": ""한국소비자원"", ""category"": ""공통"", ""service_task"": ""피해구제 처리금액"", ""risk_type"": [""금전피해"", ""처리금액""], ""retrieval_tags"": [""총 처리금액"", ""655"", ""495"", ""590원"", ""피해구제""], ""reliability_score"": 0.95, ""priority"": ""중""}",0.95,중,사용
STAT_0004,한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx,하자내용별,STAT_DATA,한국소비자원,공통,하자내용별 피해유형,"시공불량, 하자보수불만, 품질불량","인테리어설비 450건, 품질/성능/외관/시공 불량 254건, 하자보수/수리불만 194건, 기타 150건","하자내용별 접수는 인테리어설비, 품질·성능·외관·시공 불량, 하자보수·수리불만이 주요 유형.","하자내용별 건수: 인테리어설비 450건, 품질(성능·외관·시공 불량 등) 254건, 하자보수·수리불만 194건.",리스크 유형 우선순위에서 시공불량·하자보수 리스크를 높게 설정하는 근거.,"하자내용별 통계에서 인테리어설비 450건, 품질·성능·외관·시공 불량 254건, 하자보수·수리불만 194건이 확인되어 시공불량과 하자보수 리스크를 우선 고려할 수 있다.","{""document_id"": ""STAT_0004"", ""document_type"": ""STAT_DATA"", ""source_file"": ""한국소비자원_인테리어 관련 소비자 피해구제 정보_20230511(1).xlsx"", ""source_org"": ""한국소비자원"", ""category"": ""공통"", ""service_task"": ""하자내용별 피해유형"", ""risk_type"": [""시공불량"", ""하자보수불만"", ""품질불량""], ""retrieval_tags"": [""인테리어설비 450건"", ""품질/성능/외관/시공 불량 254건"", ""하자보수/수리불만 194건"", ""기타 150건""], ""reliability_score"": 0.95, ""priority"": ""상""}",0.95,상,사용
