document_id,source_file,section_or_page,document_type,source_org,category,service_task,risk_type,retrieval_tags,summary,key_evidence,recommended_output,chunk_text,metadata_json,reliability_score,priority,status,risk_category
REPORT_GUIDE_0001,10_공동주택관리규약 준칙 및 공사신고 관행_추출노트.txt,관리사무소 신고 미이행 관련 언론 보도(세계일보) / 신고 미이행 시 리스크,REPORT_GUIDE,"언론보도(세계일보, 2024)",공동주택,관리사무소 신고 필요성 안내,"신고미이행, 공사중단리스크, 민원분쟁","관리사무소신고, 미신고공사, 민원, 공사중단",관리규약에 따른 신고·동의 절차를 지키지 않으면 민원·공사중단 등 분쟁으로 이어지는 경우가 많음.,인테리어업체가 아파트관리 규약을 지키지 않아 신고 내용 위반으로 문제가 발생하는 사례가 가장 흔하다는 전문가 코멘트.,리스크 리포트의 '계약 전 확인 사항' 체크리스트에 '관리사무소 신고·동의 여부'를 상위 항목으로 배치하는 근거.,"인테리어 공사 관련 분쟁은 시공업체가 아파트 관리규약상 신고 절차를 지키지 않아 발생하는 경우가 많다는 전문가 의견이 있어, 착공 전 관리사무소 신고와 이웃 동의 절차를 우선 확인하는 것이 권장된다.","{""document_id"": ""REPORT_GUIDE_0001"", ""document_type"": ""REPORT_GUIDE"", ""source_file"": ""10_공동주택관리규약 준칙 및 공사신고 관행_추출노트.txt"", ""source_org"": ""언론보도(세계일보, 2024)"", ""category"": ""공동주택"", ""service_task"": ""관리사무소 신고 필요성 안내"", ""risk_type"": [""신고미이행"", ""공사중단리스크"", ""민원분쟁""], ""retrieval_tags"": [""관리사무소신고"", ""미신고공사"", ""민원"", ""공사중단""], ""reliability_score"": 0.6, ""priority"": ""중"", ""risk_category"": ""CONTRACT""}",0.6,중,사용,CONTRACT
GUIDE_WATERPROOF_0001,KCS 41 40 01 방수공사일반_수정.pdf,3.7.4 완성 시의 검사 및 시험 - 담수시험 (KCS 41 40 01:2021 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),누수/방수,"욕실 누수 점검, 배관 교체","누수, 방수불량, 재시공","방수공사, KCS 41 40, 규산질계도포방수, 금속판방수, 관련기준","방수공사 완료 후 담수시험(물을 채워 48시간 누수 여부 확인)으로 검수하며, 부풀어오름·핀홀·이음매 벗겨짐·찢김 여부를 점검함. [PDF 원문 대조 완료, 담수시험 절차는 이번에 신규 확보]","원문 3.7.4: '담수시험을 하는 경우 배수관계의 구멍을 막고, 방수층 끝부분이 잠기지 않도록 물을 채워 48시간 정도 누수 여부를 확인한다. 필요 시 치켜올림 높이까지 채워 48시간 추가 확인 가능.' 완성검사 항목: 규정 수량 시공 여부, 방수층 부풀어오름·핀홀·루핑 이음매 벗겨짐 유무, 방수층 손상·찢김 유무, 보호층·마감재 상태.",욕실/베란다 누수 리스크 리포트에서 '담수시험(48시간 누수 확인)을 거쳤는지'를 하자 판단의 핵심 체크포인트로 제시. 시공자가 이 절차를 생략했다면 리스크 상향 근거로 활용.,"방수공사 완료 후에는 담수시험으로 품질을 검증하는 것이 표준 절차다. 배수구를 막고 방수층 끝부분이 잠기지 않도록 물을 채운 뒤 48시간 정도 누수 여부를 확인하며, 필요하면 치켜올림 높이까지 채워 48시간을 추가로 확인한다. 완성 검사에서는 방수층의 부풀어오름, 핀홀, 이음매 벗겨짐, 손상, 찢김 여부와 보호층·마감재 상태를 함께 점검한다.","{""document_id"": ""GUIDE_WATERPROOF_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 40 01 방수공사일반_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""누수/방수"", ""service_task"": ""욕실 누수 점검, 배관 교체"", ""risk_type"": [""누수"", ""방수불량"", ""재시공""], ""retrieval_tags"": [""방수공사"", ""KCS 41 40"", ""규산질계도포방수"", ""금속판방수"", ""관련기준""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""FIELD""}",1,상,사용,FIELD
GUIDE_DOBAE_0001,KCS 41 51 05 도배공사_수정.pdf,"1.5 품질보증 - 환경조건 (KCS 41 51 05 원문 확인 완료, 내용 일치)",WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),벽지/도배,도배,"시공불량, 환경조건미준수","도배공사, KCS 41 51 05, 초배지, 재배지, 시공온도","도배공사는 시공 72시간 전부터 완료 48시간 후까지 적정 온도(5℃ 이상) 유지가 필요하며 접착 후 롤링·솔질 필수. [PDF 원문 대조 완료, 기존 조사 내용과 일치 확인]","원문: '도배지의 보관장소 온도는 항상 5℃ 이상 유지', '도배공사를 시작하기 72시간 전부터 시공 후 48시간이 경과할 때까지는 시공 장소의 온도를 담당원과 협의하여 적정온도를 유지', '도배지를 완전하게 접착시키기 위하여 접착과 동시에 롤링을 하거나 솔질을 해야 한다.'",도배 하자(들뜸/기포) 리스크 리포트에서 '시공 전후 72시간 온도조건(5℃ 이상) 준수 여부'를 확인 항목으로 제시.,"도배공사는 도배지 보관 장소 온도를 5℃ 이상으로 유지해야 하며, 시공 72시간 전부터 완료 후 48시간이 지날 때까지 시공 장소의 온도를 적정 수준으로 유지해야 한다. 도배지를 접착제로 붙인 뒤에는 롤링이나 솔질로 완전히 접착시켜야 들뜸·기포 등의 하자를 줄일 수 있다.","{""document_id"": ""GUIDE_DOBAE_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 51 05 도배공사_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""벽지/도배"", ""service_task"": ""도배"", ""risk_type"": [""시공불량"", ""환경조건미준수""], ""retrieval_tags"": [""도배공사"", ""KCS 41 51 05"", ""초배지"", ""재배지"", ""시공온도""], ""reliability_score"": 1.0, ""priority"": ""중"", ""risk_category"": ""FIELD""}",1,중,사용,FIELD
GUIDE_PAINT_0001,KCS 41 47 00 도장공사.pdf,"2.1.7 유해물질 / 3장 시공 중 검사 (KCS 41 47 00:2023 원문 확인, [정정] 버전이 2021이 아니라 2023년 12월 19일 개정본)",WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),페인트,페인트 보수,"자재불량, 유해물질, 품질불량","도장공사, KCS 41 47 00, 중금속기준, 어린이활동공간","도료 품질은 각 공정마다 담당원 검사를 받아야 하며, 어린이 활동공간에는 중금속 함량 기준(0.1% 이하)을 만족하는 도료 사용 필요. 저온 시공 시 균열·박리 위험 있음.","원문 2.1.7: '어린이 활동공간에 사용되는 도료는 납, 카드뮴, 수은 및 6가크로뮴의 합이 질량분율로 0.1% 이하'. 원문: '각 공정마다 담당원의 검사 및 승인을 받는다', '(온도가) 낮은 온도에서 도장하면 균일한 도막을 얻을 수 없고 균열 및 박리현상을 일으킨다', 도막의 수포·들뜸 현상은 도막파괴의 원인으로 명시.",가정 내 아동 방 페인트 보수 리스크 리포트에서 자재 안전기준(중금속 0.1%) 확인 항목으로 사용. 겨울철 시공 시 저온 균열·박리 리스크 안내에도 활용 가능.,"도장공사(KCS 41 47 00:2023)에 따르면 어린이 활동공간에 사용되는 도료는 납·카드뮴·수은·6가크로뮴의 합이 질량분율 0.1% 이하여야 한다. 시공 중에는 각 공정마다 담당원의 검사를 받아야 하며, 저온에서 도장하면 균일한 도막을 얻지 못해 균열·박리가 발생할 수 있고, 도막의 수포나 들뜸 현상은 도막파괴로 이어질 수 있다.","{""document_id"": ""GUIDE_PAINT_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 47 00 도장공사.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""페인트"", ""service_task"": ""페인트 보수"", ""risk_type"": [""자재불량"", ""유해물질"", ""품질불량""], ""retrieval_tags"": [""도장공사"", ""KCS 41 47 00"", ""중금속기준"", ""어린이활동공간""], ""reliability_score"": 1.0, ""priority"": ""하"", ""risk_category"": ""SAFETY""}",1,하,사용,SAFETY
GUIDE_ELEC_0001,KCS 32 25 10 간선 및 배선설비공사.pdf,3.5~3.6 저압분전반 시공 / 배선기구 및 전열설비 시공 (KCS 32 25 10:PDF 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),전기,"콘센트/스위치 수리, 차단기 점검","시공기준미준수, 안전리스크","전기설비, KCS 31 65 10, 분전반, 스위치높이, 누전차단기, 배선용차단기","분전반은 건조하고 접근 쉬운 장소에 잠금장치와 함께 설치. 스위치 높이 바닥기준 1.2m, 콘센트 높이 바닥기준 0.3m가 원문 기준. [PDF 원문 대조 완료, 콘센트 높이 0.3m는 이번에 신규 확보한 수치]","원문 3.5.1~3.5.2: 분전반은 건조한 장소, 노출설치 시 잠금장치, 옥내 저압분전반은 한국전기설비규정 232.84 적용. 원문 3.6.1 스위치: '설치 높이는 일반적으로 바닥에서 중심까지 1.2m 기준', '회로의 비접지 측에 시설', '박스나사 2개 이상으로 견고히 부착'. 원문 3.6.2 콘센트: '설치 높이는 일반적으로 바닥에서 기구 중심까지 0.3m 기준', '1개 박스에 1개 콘센트 원칙'.","전기 콘센트/스위치/차단기 리스크 리포트에서 '설치 위치·높이가 기준(스위치 1.2m, 콘센트 0.3m)에 맞는지', '분전반 접지·잠금 여부'를 확인 항목으로 사용.","간선 및 배선설비공사 표준시방서(KCS 32 25 10)에 따르면 분전반은 건조하고 취급자 외 접근이 어려운 장소에 설치하며 노출된 경우 잠금장치를 갖춰야 한다. 스위치는 바닥에서 중심까지 1.2m 높이를 기준으로 설치하고 회로의 비접지 측에 시설해야 하며, 콘센트는 바닥에서 기구 중심까지 0.3m 높이를 기준으로 하고 원칙적으로 1개 박스에 1개씩 설치한다. 이 코드(KCS 32 25 10)는 2024년 8월 22일 국토교통부 개정 고시로 전기설비 분야가 별도 대분류(32)로 재편되며 확정된 현행 기준이다. [※ '구 KCS 31 65 10에서 이 코드로 이관됐다'는 서술은 (1)개정 고시문이 명시한 '설비 분야를 기계/전기/산업환경으로 분리'라는 원칙과 (2)이 코드에 대응하는 'KCS 32 25 10 간선 및 배선설비 신구조문대비표' 파일이 실제 존재한다는 정황에 근거한 추정이며, 그 대비표 파일 자체(HWP, 미검증)를 열어 '31 65 10 → 32 25 10'이라는 명시적 조문 대응을 직접 확인한 것은 아니다.]","{""document_id"": ""GUIDE_ELEC_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 32 25 10 간선 및 배선설비공사.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""전기"", ""service_task"": ""콘센트/스위치 수리, 차단기 점검"", ""risk_type"": [""시공기준미준수"", ""안전리스크""], ""retrieval_tags"": [""전기설비"", ""KCS 31 65 10"", ""분전반"", ""스위치높이"", ""누전차단기"", ""배선용차단기""], ""reliability_score"": 0.85, ""priority"": ""상"", ""risk_category"": ""SAFETY""}",0.85,상,사용,SAFETY
GUIDE_WINDOW_0001,KCS 41 55 01 창호공사 일반_수정.pdf,1.5.2 품질관리 및 검사 / 1.1 적용범위 (KCS 41 55 01:2021 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),창호,"창문/샷시 수리, 방충망 교체","시공기준미준수, 재질불량","창호공사, KCS 41 55 01, 알루미늄창호, 합성수지창호, 창호철물","창호공사는 목제/강제/알루미늄/합성수지/스테인리스/복합소재 창호 및 창호철물공사에 공통 적용되며, 공인시험기관 품질시험과 담당원 시공검사를 거쳐야 함.","원문 1.1: 재질별 창호공사와 창호철물공사에 공통 적용, 성능·견본·시험·치수 확인은 공사시방서에 따름. 원문 1.5.2: '수급인은 착공 후 품질관리 조직, 시험설비, 시험담당자, 품질관리항목 등을 정해 품질시험 및 관리 실시', 시공검사는 '공정마다 담당원의 검사를 받는다', 합격한 공정과 동일 공법 시공부는 추출검사 가능.","창문/샷시 견적에서 '계약된 재질과 실제 시공 재질이 일치하는지', '공인시험기관 품질시험을 거쳤는지'를 확인 근거로 사용. 소비자분쟁해결기준 DISPUTE_STANDARD(창호공사업)와 함께 사용 시 '규격미달' 판단 근거 보강.","창호공사 표준시방서(KCS 41 55 01)는 목제, 강제, 알루미늄 합금제, 합성수지제, 스테인리스 스틸, 복합소재 등 재질별 창호공사와 창호철물공사에 공통으로 적용된다. 시공업체는 착공 후 품질관리 계획을 세워 공인시험기관의 품질시험을 받아야 하며, 시공 중에는 공정마다 담당원의 검사를 받고 동일 공법으로 시공한 부분은 추출검사로 대체할 수 있다.","{""document_id"": ""GUIDE_WINDOW_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 55 01 창호공사 일반_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""창호"", ""service_task"": ""창문/샷시 수리, 방충망 교체"", ""risk_type"": [""시공기준미준수"", ""재질불량""], ""retrieval_tags"": [""창호공사"", ""KCS 41 55 01"", ""알루미늄창호"", ""합성수지창호"", ""창호철물""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""FIELD""}",1,상,사용,FIELD
FURNITURE_0001,08_가전제품 품질보증기간(소비자분쟁해결기준 별표3)_추출노트.txt,소비자기본법 시행령 [별표1] 일반적 소비자분쟁해결기준 제1호 [재검증: 검색으로 원문 확인 완료],WARRANTY_STANDARD,공정거래위원회,가구,"가구 수리, 설치 작업, 교체 작업","품목별기준부재, 하자보수, 품질보증기간불명확","가구, 일반적소비자분쟁해결기준, 품목별기준없음, 수리교환환급","가구는 품목별 소비자분쟁해결기준에 개별 항목이 없어, 상위 일반원칙(품질보증기간 내 수리·교환·환급 비용 사업자 부담)만 적용 가능.","소비자기본법 시행령 별표1 제1호나목: '수리를 의뢰한 날부터 1개월이 지난 후에도 수리된 물품을 인도하지 못할 경우, 품질보증기간 이내면 동종물품 교환(불가시 환급), 품질보증기간 경과 후면 구입가 기준 정액 감가상각한 금액에 10%를 가산하여 환급'. 제1호다목: '유상수리한 날부터 2개월 이내 동일한 고장 재발 시 무상수리, 수리불가능하면 수리비 환급'. (law.go.kr 별표1 원문 및 easylaw.go.kr 생활법령정보로 교차 확인 완료)","가구(수납장/붙박이장 등) 리스크 리포트에서는 품목별 세부기준이 없다는 한계를 안내하고, 계약서상 하자보수기간을 명시적으로 확인하도록 유도하는 문구로 사용. 가구 전용 세부 기준은 추가 조사 대상으로 남김.","가구는 소비자분쟁해결기준의 품목별 보상기준(별표2)에 개별 항목으로 명시되어 있지 않아, 상위 원칙인 소비자기본법 시행령 [별표1] 일반적 소비자분쟁해결기준을 적용해야 한다. 이에 따르면 수리를 의뢰한 날부터 1개월이 지나도 물품을 인도받지 못하면, 품질보증기간 이내인 경우 동종물품으로 교환(불가능하면 환급)하고, 품질보증기간이 지난 경우 구입가격을 기준으로 정액 감가상각한 금액에 10%를 가산하여 환급한다. 또한 유상으로 수리한 날부터 2개월 이내에 동일한 고장이 재발하면 무상으로 수리하되, 수리가 불가능하면 수리비를 환급한다. 다만 가구의 품질보증기간·부품보유기간 자체는 별표3에 명시되지 않으므로 계약서나 품질보증서를 통해 별도로 확인해야 한다.","{""document_id"": ""FURNITURE_0001"", ""document_type"": ""WARRANTY_STANDARD"", ""source_file"": ""08_가전제품 품질보증기간(소비자분쟁해결기준 별표3)_추출노트.txt"", ""source_org"": ""공정거래위원회"", ""category"": ""가구"", ""service_task"": ""가구 수리, 설치 작업, 교체 작업"", ""risk_type"": [""품목별기준부재"", ""하자보수"", ""품질보증기간불명확""], ""retrieval_tags"": [""가구"", ""일반적소비자분쟁해결기준"", ""품목별기준없음"", ""수리교환환급""], ""reliability_score"": 0.95, ""priority"": ""중"", ""risk_category"": ""CONTRACT""}",0.95,중,사용,CONTRACT
WARRANTY_0003,_별표_3__품목별_품질보증기간_및_부품보유기간_소비자분쟁해결기준_.pdf,별표3 - 3.보일러 (가전제품 섹션과 별도 독립 항목),WARRANTY_STANDARD,공정거래위원회,가전/설비,보일러 점검,"품질보증기간경과, 부품미보유, 유상수리분쟁","보일러, 품질보증기간, 부품보유기간","보일러는 품질보증기간 2년, 부품보유기간 제조일로부터 8년 (별표3 3번 항목, 가전제품 섹션과는 별도로 독립 분류됨).",원문: '3. 보일러 ◦2년 ◦제조일로부터 8년'. 가전제품(섹션5) 목록에 속하지 않고 별표3 자체에서 독립 품목(3번)으로 분류됨.,보일러 리스크 리포트에서 설치연수 대비 보증기간·부품보유기간 만료 여부 확인 항목으로 사용. 기존 CASE_QNA_0004/0005(보일러 사례)와 함께 사용 시 근거 보강.,"보일러는 소비자분쟁해결기준 별표3에서 가전제품과는 별도로 독립된 품목(3번 항목)으로 분류되며, 품질보증기간 2년에 부품보유기간은 제조일로부터 8년이 적용된다. 이는 팀원이 확보한 CASE_QNA_0004, CASE_QNA_0005(보일러 하자·누수 사례)의 법적 근거를 뒷받침하는 정량적 수치다.","{""document_id"": ""WARRANTY_0003"", ""document_type"": ""WARRANTY_STANDARD"", ""source_file"": ""_별표_3__품목별_품질보증기간_및_부품보유기간_소비자분쟁해결기준_.pdf"", ""source_org"": ""공정거래위원회"", ""category"": ""가전/설비"", ""service_task"": ""보일러 점검"", ""risk_type"": [""품질보증기간경과"", ""부품미보유"", ""유상수리분쟁""], ""retrieval_tags"": [""보일러"", ""품질보증기간"", ""부품보유기간""], ""reliability_score"": 1.0, ""priority"": ""상"", ""risk_category"": ""CONTRACT""}",1,상,사용,CONTRACT
GUIDE_CURTAIN_0001,KCS 41 51 06 커튼 및 블라인드공사_수정.pdf,1.1 적용범위 / 3.1~3.3 시공 (KCS 41 51 06:2021 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),가구,"가구 수리, 설치 작업","자재불량, 시공기준미준수, 고정불량","커튼, 블라인드, 베네치안블라인드, 감아올림기구, 견본승인","커튼·블라인드는 재질·색깔·규격 모두 담당원 견본 승인이 필요하며, 감아올림 기구·고정 철물의 내구성이 핵심 품질기준.","원문 1.1: '건축물의 내부에 설치하는 커튼 및 블라인드 공사에 적용'. 원문 3.1: 천의 품질·색깔·무늬는 견본 제출 후 승인. 원문 3.2: 감아올림용 끈은 순면직 3.5mm 이상, 경사테이프 간격 750mm 내외, 감아올림 기구는 작동 원활·내구성 필요, 고정 까치발 철물은 창틀 등에 튼튼히 고정.","가구 그룹(수납장/붙박이장/커튼블라인드) 중 '커튼/블라인드'에 대해 유일하게 확보한 공식 시공기준. 리스크 리포트에서 '자재 견본 승인 절차를 거쳤는지', '고정 철물이 창틀에 견고히 고정됐는지'를 확인 항목으로 사용.","커튼 및 블라인드공사는 건축물 내부 설치에 적용되며, 천의 품질·색깔·무늬와 블라인드의 재질은 반드시 견본을 제출해 담당원 승인을 받아야 한다. 베네치안 블라인드는 감아올림용 끈을 순면직 3.5mm 이상으로 하고 경사테이프는 750mm 내외 간격으로 설치하며, 감아올림 기구는 작동이 원활하고 내구성이 있어야 하고 고정 까치발 철물은 창틀 등에 견고히 고정해야 한다. 이는 가구 카테고리(수납장/붙박이장/커튼블라인드) 중 유일하게 확보된 공식 시공기준이다.","{""document_id"": ""GUIDE_CURTAIN_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 51 06 커튼 및 블라인드공사_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""가구"", ""service_task"": ""가구 수리, 설치 작업"", ""risk_type"": [""자재불량"", ""시공기준미준수"", ""고정불량""], ""retrieval_tags"": [""커튼"", ""블라인드"", ""베네치안블라인드"", ""감아올림기구"", ""견본승인""], ""reliability_score"": 0.95, ""priority"": ""상"", ""risk_category"": ""SAFETY""}",0.95,상,사용,SAFETY
GUIDE_PLASTER_0001,KCS 41 46 01 미장공사 일반_수정.pdf,3.2.11 균열 및 박리 방지 (KCS 41 46 01 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),벽/천장,벽면 보수,"균열, 박리, 재시공","미장공사, 균열방지, 박리방지, 보강재, 콘크리트양생","콘크리트는 타설 후 28일 이상 경과해야 미장 시공 가능하며, 균열이 발생하기 쉬운 개구부·이종바탕 접속부에는 보강재 설치가 표준.","원문: '콘크리트는 타설후 28일 이상 경과한 다음 균열, 재료분리, 과도한 요철 등이 없어야' 시공 가능. 원문 3.2.11: '개구부의 모서리나 라스, 목모 시멘트판, 석고라스 보드... 등 미장면 균열이 발생하기 쉬운 곳에는 섬유 등 균열방지용 보강재를 설치', '서로 다른 바탕 접속부의 균열을 방지하기 위한 줄눈설치'.","벽면 균열·박리 리스크 리포트에서 '콘크리트 양생기간(28일)을 지켰는지', '이종바탕 접속부에 보강재·줄눈 처리가 됐는지'를 확인 항목으로 사용. 신축 건물의 조기 마감공사에서 균열 리스크 판단 근거로 활용.","미장공사는 콘크리트 타설 후 28일 이상 경과해 균열·재료분리·요철이 없는 상태에서 시공하는 것이 원칙이다. 개구부 모서리나 서로 다른 재질의 바탕이 만나는 접속부처럼 균열이 발생하기 쉬운 곳에는 섬유 등 균열방지용 보강재나 줄눈을 설치해야 하며, 이를 생략하면 벽면 균열·박리 하자로 이어질 가능성이 높다.","{""document_id"": ""GUIDE_PLASTER_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 46 01 미장공사 일반_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""벽/천장"", ""service_task"": ""벽면 보수"", ""risk_type"": [""균열"", ""박리"", ""재시공""], ""retrieval_tags"": [""미장공사"", ""균열방지"", ""박리방지"", ""보강재"", ""콘크리트양생""], ""reliability_score"": 0.95, ""priority"": ""중"", ""risk_category"": ""FIELD""}",0.95,중,사용,FIELD
GUIDE_ONDOL_0001,KCS 41 53 01 온수 온돌공사_수정.pdf,2.2 재료검사 / 3장 시공 (KCS 41 53 01 원문 확인 완료),WORK_MANUAL,국토교통부/국가건설기준센터(KCSC),가전/설비,"보일러 점검, 누수 점검","누수, 균열, 재시공, 시공기준미준수","온수온돌, 바닥난방, 온수가동시험, 균열보수","온수배관 시공 후 일정 시간 이상 온수 가동 시험으로 합격 여부를 검증하며, 균열은 시공 후 3개월 이상 경과 시점에 전용 보수제로 처리하는 것이 표준.",원문: 배관 시공 후 '온수 가동 시험을 거쳐 합격여부를 검증한 뒤 본 시공에 들어간다. 동절기 등 온수가동시험이 불가능할 때는 담당원의 승인을 받아 공기압시험 등으로 대체'. 원문: '모르타르면에 폭 0.2mm 이상의 잔금 또는 균열이 발생한 때는 시공 후 3개월 이상 경과한 시점에서... 균열보수제를 사용하여 보수한다.',"바닥난방/보일러 배관 관련 리스크 리포트에서 '온수 가동 시험(또는 공기압시험)을 거쳤는지', '균열 발생 시 3개월 이상 경과 후 보수했는지'를 확인 항목으로 사용. WARRANTY_0003(보일러 품질보증기간)과 함께 사용 시 근거 보강.","온수 온돌공사는 바닥 슬래브 위에 온수 배관을 설치하는 난방 시스템으로, 마감 시공 전 온수 가동 시험(동절기에는 공기압시험 대체 가능)을 거쳐 합격 여부를 검증해야 한다. 시공 후 모르타르면에 폭 0.2mm 이상의 균열이 발생하면 3개월 이상 경과한 시점에 전용 균열보수제로 보수하는 것이 표준 절차다.","{""document_id"": ""GUIDE_ONDOL_0001"", ""document_type"": ""WORK_MANUAL"", ""source_file"": ""KCS 41 53 01 온수 온돌공사_수정.pdf"", ""source_org"": ""국토교통부/국가건설기준센터(KCSC)"", ""category"": ""가전/설비"", ""service_task"": ""보일러 점검, 누수 점검"", ""risk_type"": [""누수"", ""균열"", ""재시공"", ""시공기준미준수""], ""retrieval_tags"": [""온수온돌"", ""바닥난방"", ""온수가동시험"", ""균열보수""], ""reliability_score"": 0.95, ""priority"": ""중"", ""risk_category"": ""FIELD""}",0.95,중,사용,FIELD
